league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type
ITA-Serie A,2024,Milan,Tammy Abraham,ENG,FW,27-191,1997,25,11,1086,12.1,3,3,6,2,1,2,1,0,7.0,5.3,2.0,7.3,5,23,62,0.25,0.25,0.5,0.17,0.41,0.58,0.17,0.75,0.44,0.61,standard
ITA-Serie A,2024,Milan,Theo Hernández,FRA,DF,27-187,1997,28,25,2254,25.0,3,3,6,3,0,1,4,1,2.4,1.6,4.3,5.9,81,123,124,0.12,0.12,0.24,0.12,0.24,0.1,0.17,0.27,0.07,0.24,standard
ITA-Serie A,2024,Milan,Tijjani Reijnders,NED,MF,26-256,1998,30,29,2498,27.8,9,3,12,9,0,0,2,1,5.6,5.6,2.9,8.5,102,186,103,0.32,0.11,0.43,0.32,0.43,0.2,0.1,0.31,0.2,0.31,standard
ITA-Serie A,2024,Milan,Warren Bondo,FRA,MF,21-208,2003,4,3,162,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,7,0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.06,0.02,0.06,standard
ITA-Serie A,2024,Milan,Youssouf Fofana,FRA,MF,26-091,1999,29,25,2173,24.1,1,4,5,1,0,0,5,0,1.3,1.3,2.5,3.7,37,155,29,0.04,0.17,0.21,0.04,0.21,0.05,0.1,0.15,0.05,0.15,standard
ITA-Serie A,2024,Milan,Yunus Musah,USA,"MF,FW",22-133,2002,25,17,1411,15.7,0,2,2,0,0,0,5,0,1.9,1.9,1.6,3.6,49,79,68,0.0,0.13,0.13,0.0,0.13,0.12,0.1,0.23,0.12,0.23,standard
ITA-Serie A,2024,Milan,Álvaro Morata,ESP,"FW,MF",32-170,1992,16,13,1099,12.2,5,0,5,5,0,0,5,0,3.9,3.9,0.8,4.7,18,26,63,0.41,0.0,0.41,0.41,0.41,0.32,0.07,0.39,0.32,0.39,standard
ITA-Serie A,2024,Monza,Alessandro Bianco,ITA,MF,22-192,2002,27,22,2012,22.4,1,0,1,1,0,0,7,0,1.2,1.2,0.7,1.9,30,104,20,0.04,0.0,0.04,0.04,0.04,0.05,0.03,0.08,0.05,0.08,standard
ITA-Serie A,2024,Monza,Andrea Carboni,ITA,DF,24-066,2001,20,19,1666,18.5,0,1,1,0,0,0,4,0,0.2,0.2,0.3,0.5,7,42,22,0.0,0.05,0.05,0.0,0.05,0.01,0.02,0.03,0.01,0.03,standard
ITA-Serie A,2024,Monza,Andrea Petagna,ITA,FW,29-285,1995,9,2,268,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,1,11,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,standard
ITA-Serie A,2024,Monza,Armando Izzo,ITA,DF,33-040,1992,28,27,2375,26.4,1,1,2,1,0,0,12,0,0.4,0.4,0.8,1.2,11,71,12,0.04,0.04,0.08,0.04,0.08,0.02,0.03,0.05,0.02,0.05,standard
ITA-Serie A,2024,Monza,Arvid Brorsson,SWE,DF,25-338,1999,3,1,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Monza,Daniel Maldini,ITA,"MF,FW",23-182,2001,20,16,1306,14.5,3,0,3,3,0,0,5,0,4.8,4.8,0.9,5.7,41,34,66,0.21,0.0,0.21,0.21,0.21,0.33,0.06,0.39,0.33,0.39,standard
ITA-Serie A,2024,Monza,Danilo D'Ambrosio,ITA,DF,36-214,1988,20,12,1095,12.2,0,1,1,0,0,0,2,1,0.5,0.5,0.4,0.9,10,34,16,0.0,0.08,0.08,0.0,0.08,0.04,0.03,0.08,0.04,0.08,standard
ITA-Serie A,2024,Monza,Dany Mota,POR,"MF,FW",26-344,1998,26,20,1717,19.1,5,2,7,5,0,0,2,0,3.8,3.8,1.6,5.4,47,44,121,0.26,0.1,0.37,0.26,0.37,0.2,0.08,0.28,0.2,0.28,standard
ITA-Serie A,2024,Monza,Gaetano Castrovilli,ITA,MF,28-053,1997,7,3,310,3.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.5,8,13,14,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,standard
ITA-Serie A,2024,Monza,Gianluca Caprari,ITA,"MF,FW",31-255,1993,27,12,1115,12.4,2,1,3,0,2,2,3,0,2.6,1.0,1.5,2.5,29,55,77,0.16,0.08,0.24,0.0,0.08,0.21,0.12,0.33,0.08,0.2,standard
ITA-Serie A,2024,Monza,Giorgos Kyriakopoulos,GRE,DF,29-065,1996,28,27,2327,25.9,2,4,6,2,0,0,5,0,0.8,0.8,2.9,3.7,56,78,114,0.08,0.15,0.23,0.08,0.23,0.03,0.11,0.14,0.03,0.14,standard
ITA-Serie A,2024,Monza,Jean-Daniel Akpa-Akpro,CIV,"MF,DF",32-182,1992,7,5,403,4.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,4,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard
ITA-Serie A,2024,Monza,Kacper Urbanski,POL,MF,20-216,2004,6,5,417,4.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,7,36,12,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard
ITA-Serie A,2024,Monza,Keita Baldé,SEN,FW,30-034,1995,7,5,439,4.9,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,13,21,23,0.21,0.0,0.21,0.21,0.21,0.1,0.01,0.11,0.1,0.11,standard
ITA-Serie A,2024,Monza,Kevin Martins,ITA,"MF,DF",20-070,2005,9,1,183,2.0,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,3,6,10,0.0,0.49,0.49,0.0,0.49,0.0,0.19,0.19,0.0,0.19,standard
ITA-Serie A,2024,Monza,Kevin Zeroli,ITA,MF,20-090,2005,6,3,316,3.5,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,2,3,8,0.0,0.0,0.0,0.0,0.0,0.15,0.03,0.18,0.15,0.18,standard
ITA-Serie A,2024,Monza,Luca Caldirola,ITA,DF,34-069,1991,8,6,525,5.8,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,3,13,4,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,standard
ITA-Serie A,2024,Monza,Matteo Pessina,ITA,MF,27-355,1997,11,10,854,9.5,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,8,28,20,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,standard
ITA-Serie A,2024,Monza,Mattia Valoti,ITA,MF,31-217,1993,5,0,40,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Monza,Milan Đurić,BIH,FW,34-324,1990,18,13,1270,14.1,4,1,5,4,0,0,3,0,2.9,2.9,1.1,4.0,2,21,30,0.28,0.07,0.35,0.28,0.35,0.21,0.08,0.28,0.21,0.28,standard
ITA-Serie A,2024,Monza,Mirko Marić,CRO,"FW,MF",29-330,1995,8,1,106,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,3,8,0.0,0.0,0.0,0.0,0.0,0.15,0.04,0.19,0.15,0.19,standard
ITA-Serie A,2024,Monza,Omari Forson,ENG,"MF,FW",20-265,2004,5,0,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard
ITA-Serie A,2024,Monza,Pablo Marí,ESP,DF,31-223,1993,19,19,1628,18.1,0,0,0,0,0,0,4,1,0.2,0.2,0.1,0.3,5,58,1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,standard
ITA-Serie A,2024,Monza,Patrick Ciurria,ITA,"MF,DF",30-061,1995,14,10,892,9.9,1,1,2,1,0,0,1,0,0.8,0.8,1.9,2.7,17,21,40,0.1,0.1,0.2,0.1,0.2,0.08,0.19,0.27,0.08,0.27,standard
ITA-Serie A,2024,Monza,Pedro Pereira,POR,DF,27-079,1998,29,26,2170,24.1,1,3,4,1,0,0,7,0,1.2,1.2,1.4,2.6,45,42,96,0.04,0.12,0.17,0.04,0.17,0.05,0.06,0.11,0.05,0.11,standard
ITA-Serie A,2024,Monza,Roberto Gagliardini,ITA,"MF,DF",31-004,1994,6,0,141,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,4,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,standard
ITA-Serie A,2024,Monza,Samuele Birindelli,ITA,"DF,MF",25-266,1999,14,11,881,9.8,2,0,2,2,0,0,2,0,1.0,1.0,1.1,2.1,24,25,57,0.2,0.0,0.2,0.2,0.2,0.1,0.11,0.21,0.1,0.21,standard
ITA-Serie A,2024,Monza,Samuele Vignato,ITA,MF,21-046,2004,15,3,440,4.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,16,30,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,standard
ITA-Serie A,2024,Monza,Semuel Pizzignacco,ITA,GK,23-222,2001,5,4,384,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Monza,Silvère Ganvoula M'Boussy,CGO,FW,28-293,1996,6,4,311,3.5,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,3,4,18,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17,standard
ITA-Serie A,2024,Monza,Stefan Lekovic,SRB,DF,21-092,2004,6,3,322,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,15,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard
ITA-Serie A,2024,Monza,Stefano Sensi,ITA,MF,29-249,1995,8,2,211,2.3,1,0,1,0,1,1,0,0,0.9,0.1,0.0,0.1,2,23,4,0.43,0.0,0.43,0.0,0.0,0.37,0.0,0.37,0.04,0.04,standard
ITA-Serie A,2024,Monza,Stefano Turati,ITA,GK,23-218,2001,27,27,2406,26.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Monza,Tomás Palacios,ARG,DF,21-348,2003,5,3,287,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,9,2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard
ITA-Serie A,2024,Monza,Warren Bondo,FRA,MF,21-208,2003,20,19,1618,18.0,0,0,0,0,0,0,5,1,0.4,0.4,0.3,0.7,25,39,21,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard
ITA-Serie A,2024,Napoli,Alessandro Buongiorno,ITA,DF,25-309,1999,21,21,1861,20.7,1,0,1,1,0,0,2,0,0.8,0.8,0.6,1.4,25,81,8,0.05,0.0,0.05,0.05,0.05,0.04,0.03,0.07,0.04,0.07,standard
ITA-Serie A,2024,Napoli,Alessio Zerbin,ITA,"FW,DF",26-039,1999,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Napoli,Alex Meret,ITA,GK,28-020,1997,27,27,2375,26.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Napoli,Amir Rrahmani,KVX,DF,31-046,1994,31,31,2776,30.8,1,2,3,1,0,0,2,0,2.5,2.5,0.6,3.1,19,139,1,0.03,0.06,0.1,0.03,0.1,0.08,0.02,0.1,0.08,0.1,standard
ITA-Serie A,2024,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,29-146,1995,29,27,2396,26.6,6,3,9,6,0,0,5,0,3.7,3.7,2.1,5.8,21,120,99,0.23,0.11,0.34,0.23,0.34,0.14,0.08,0.22,0.14,0.22,standard
ITA-Serie A,2024,Napoli,Billy Gilmour,SCO,MF,23-304,2001,19,9,773,8.6,0,1,1,0,0,0,0,0,0.1,0.1,0.9,1.0,9,51,8,0.0,0.12,0.12,0.0,0.12,0.02,0.1,0.12,0.02,0.12,standard
ITA-Serie A,2024,Napoli,Cyril Ngonge,BEL,"FW,DF",24-320,2000,13,1,181,2.0,0,0,0,0,0,0,1,0,0.7,0.7,0.4,1.0,4,7,32,0.0,0.0,0.0,0.0,0.0,0.33,0.18,0.51,0.33,0.51,standard
ITA-Serie A,2024,Napoli,David Neres,BRA,FW,28-039,1997,24,12,1138,12.6,2,4,6,2,0,0,1,0,1.9,1.9,2.8,4.7,65,28,124,0.16,0.32,0.47,0.16,0.47,0.15,0.22,0.37,0.15,0.37,standard
ITA-Serie A,2024,Napoli,Elia Caprile,ITA,GK,23-229,2001,4,3,325,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Napoli,Giacomo Raspadori,ITA,"FW,MF",25-052,2000,19,7,753,8.4,4,0,4,4,0,0,1,0,3.1,3.1,1.6,4.7,9,32,37,0.48,0.0,0.48,0.48,0.48,0.37,0.19,0.56,0.37,0.56,standard
ITA-Serie A,2024,Napoli,Giovanni Di Lorenzo,ITA,DF,31-250,1993,31,31,2790,31.0,3,2,5,3,0,0,5,0,2.6,2.6,3.8,6.4,44,199,139,0.1,0.06,0.16,0.1,0.16,0.08,0.12,0.21,0.08,0.21,standard
ITA-Serie A,2024,Napoli,Giovanni Simeone,ARG,FW,29-280,1995,25,1,372,4.1,1,1,2,1,0,0,1,0,2.6,2.6,0.7,3.2,9,5,24,0.24,0.24,0.48,0.24,0.48,0.63,0.16,0.79,0.63,0.79,standard
ITA-Serie A,2024,Napoli,Juan Jesus,BRA,DF,33-305,1991,14,11,1003,11.1,0,1,1,0,0,0,2,0,0.2,0.2,0.0,0.2,3,48,2,0.0,0.09,0.09,0.0,0.09,0.01,0.0,0.02,0.01,0.02,standard
ITA-Serie A,2024,Napoli,Khvicha Kvaratskhelia,GEO,"FW,MF",24-058,2001,17,15,1178,13.1,5,3,8,4,1,1,1,0,4.1,3.4,3.7,7.0,74,57,89,0.38,0.23,0.61,0.31,0.53,0.32,0.28,0.6,0.26,0.54,standard
ITA-Serie A,2024,Napoli,Leonardo Spinazzola,ITA,"DF,FW",32-017,1993,20,11,972,10.8,1,1,2,1,0,0,1,0,0.4,0.4,2.3,2.7,58,50,56,0.09,0.09,0.19,0.09,0.19,0.04,0.21,0.25,0.04,0.25,standard
ITA-Serie A,2024,Napoli,Mathías Olivera,URU,DF,27-162,1997,25,19,1772,19.7,0,1,1,0,0,0,4,0,0.6,0.6,1.3,1.9,31,99,50,0.0,0.05,0.05,0.0,0.05,0.03,0.07,0.1,0.03,0.1,standard
ITA-Serie A,2024,Napoli,Matteo Politano,ITA,"FW,MF",31-251,1993,30,27,2236,24.8,3,2,5,3,0,0,2,0,2.6,2.6,3.7,6.3,100,111,228,0.12,0.08,0.2,0.12,0.2,0.11,0.15,0.26,0.11,0.26,standard
ITA-Serie A,2024,Napoli,Michael Folorunsho,ITA,"FW,MF",27-063,1998,6,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,standard
ITA-Serie A,2024,Napoli,Noah Okafor,SUI,"FW,MF",24-322,2000,4,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.7,7,1,6,0.0,0.0,0.0,0.0,0.0,0.04,1.43,1.47,0.04,1.47,standard
ITA-Serie A,2024,Napoli,Pasquale Mazzocchi,ITA,"DF,FW",29-258,1995,17,6,617,6.9,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.6,15,22,38,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,standard
ITA-Serie A,2024,Napoli,Philip Billing,DEN,MF,28-304,1996,4,1,104,1.2,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,0,3,3,0.87,0.0,0.87,0.87,0.87,0.73,0.08,0.81,0.73,0.81,standard
ITA-Serie A,2024,Napoli,Rafa Marín,ESP,DF,22-327,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Napoli,Romelu Lukaku,BEL,FW,31-333,1993,29,28,2269,25.2,11,8,19,8,3,4,2,0,10.6,7.4,3.1,10.5,23,28,179,0.44,0.32,0.75,0.32,0.63,0.42,0.12,0.54,0.29,0.42,standard
ITA-Serie A,2024,Napoli,Scott McTominay,SCO,MF,28-124,1996,27,26,2308,25.6,6,2,8,6,0,0,3,0,5.7,5.7,1.6,7.3,43,88,106,0.23,0.08,0.31,0.23,0.31,0.22,0.06,0.29,0.22,0.29,standard
ITA-Serie A,2024,Napoli,Simone Scuffet,ITA,GK,28-315,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Napoli,Stanislav Lobotka,SVK,MF,30-137,1994,27,26,2306,25.6,0,1,1,0,0,0,3,0,0.3,0.3,1.1,1.5,28,101,30,0.0,0.04,0.04,0.0,0.04,0.01,0.04,0.06,0.01,0.06,standard
ITA-Serie A,2024,Napoli,Walid Cheddira,MAR,FW,27-079,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,standard
ITA-Serie A,2024,Parma,Adrian Benedyczak,POL,"FW,MF",24-138,2000,8,2,197,2.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,3,3,11,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.12,0.11,0.12,standard
ITA-Serie A,2024,Parma,Adrian Bernabe,ESP,MF,23-320,2001,17,16,1279,14.2,1,0,1,1,0,0,1,0,0.9,0.9,1.0,1.8,32,102,16,0.07,0.0,0.07,0.07,0.07,0.06,0.07,0.13,0.06,0.13,standard
ITA-Serie A,2024,Parma,Alessandro Circati,AUS,DF,21-183,2003,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Parma,Alessandro Vogliacco,ITA,DF,26-209,1998,8,8,673,7.5,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,1,20,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,standard
ITA-Serie A,2024,Parma,Ange-Yoan Bonny,FRA,FW,21-168,2003,30,23,1972,21.9,6,3,9,4,2,3,2,0,8.7,6.4,2.1,8.5,33,43,142,0.27,0.14,0.41,0.18,0.32,0.4,0.1,0.5,0.29,0.39,standard
ITA-Serie A,2024,Parma,Antoine Hainaut,FRA,"DF,MF",23-052,2002,19,7,820,9.1,1,0,1,1,0,0,3,0,0.6,0.6,0.4,1.0,20,28,27,0.11,0.0,0.11,0.11,0.11,0.06,0.05,0.11,0.06,0.11,standard
ITA-Serie A,2024,Parma,Botond Balogh,HUN,DF,22-309,2002,24,21,1805,20.1,0,1,1,0,0,0,4,0,0.2,0.2,0.1,0.3,7,31,1,0.0,0.05,0.05,0.0,0.05,0.01,0.0,0.02,0.01,0.02,standard
ITA-Serie A,2024,Parma,Dennis Man,ROU,"FW,MF",26-228,1998,29,23,1945,21.6,4,4,8,4,0,0,0,0,4.3,4.3,4.2,8.5,66,56,138,0.19,0.19,0.37,0.19,0.37,0.2,0.19,0.39,0.2,0.39,standard
ITA-Serie A,2024,Parma,Drissa Camara,CIV,"MF,FW",23-052,2002,19,1,397,4.4,0,0,0,0,0,0,3,0,1.2,1.2,0.5,1.7,17,25,31,0.0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,0.28,0.38,standard
ITA-Serie A,2024,Parma,Emanuele Valeri,ITA,DF,26-125,1998,28,27,2297,25.5,2,4,6,1,1,1,0,0,1.5,0.7,3.5,4.1,65,82,83,0.08,0.16,0.24,0.04,0.2,0.06,0.14,0.19,0.03,0.16,standard
ITA-Serie A,2024,Parma,Enrico Del Prato,ITA,DF,25-152,1999,27,25,2317,25.7,4,0,4,4,0,0,7,0,1.9,1.9,1.2,3.0,8,70,23,0.16,0.0,0.16,0.16,0.16,0.07,0.05,0.12,0.07,0.12,standard
ITA-Serie A,2024,Parma,Gabriel Charpentier,CGO,FW,25-329,1999,10,0,271,3.0,1,2,3,1,0,0,1,0,1.3,1.3,0.9,2.3,6,7,16,0.33,0.66,1.0,0.33,1.0,0.44,0.31,0.75,0.44,0.75,standard
ITA-Serie A,2024,Parma,Giovanni Leoni,ITA,DF,18-111,2006,11,8,721,8.0,1,0,1,1,0,0,1,1,0.1,0.1,0.0,0.1,0,17,5,0.12,0.0,0.12,0.12,0.12,0.01,0.0,0.01,0.01,0.01,standard
ITA-Serie A,2024,Parma,Hernani,BRA,MF,31-015,1994,19,13,1071,11.9,3,2,5,0,3,3,5,0,2.7,0.4,1.0,1.4,26,69,29,0.25,0.17,0.42,0.0,0.17,0.23,0.08,0.31,0.03,0.11,standard
ITA-Serie A,2024,Parma,Jacob Ondrejka,SWE,"FW,MF",22-221,2002,6,0,131,1.5,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,3,4,9,0.69,0.0,0.69,0.69,0.69,0.25,0.03,0.27,0.25,0.27,standard
ITA-Serie A,2024,Parma,Lautaro Valenti,ARG,DF,26-087,1999,14,12,1076,12.0,1,0,1,1,0,0,3,0,0.2,0.2,0.2,0.4,1,20,2,0.08,0.0,0.08,0.08,0.08,0.02,0.01,0.03,0.02,0.03,standard
ITA-Serie A,2024,Parma,Leandro Chichizola,ARG,GK,35-015,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Parma,Mandela Keita,BEL,MF,22-336,2002,23,17,1279,14.2,0,2,2,0,0,0,6,1,0.1,0.1,1.0,1.1,9,38,5,0.0,0.14,0.14,0.0,0.14,0.0,0.07,0.08,0.0,0.08,standard
ITA-Serie A,2024,Parma,Mateo Pellegrino,ARG,FW,24-041,2001,6,1,212,2.4,2,1,3,2,0,0,1,0,1.2,1.2,0.2,1.4,2,2,18,0.85,0.42,1.27,0.85,1.27,0.51,0.09,0.59,0.51,0.59,standard
ITA-Serie A,2024,Parma,Mateusz Kowalski,POL,MF,19-264,2005,1,1,56,0.6,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,0,2,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.69,0.69,0.69,standard
ITA-Serie A,2024,Parma,Mathias Løvik,NOR,"DF,FW",21-126,2003,4,0,83,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,1,6,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.19,0.1,0.19,standard
ITA-Serie A,2024,Parma,Matteo Cancellieri,ITA,"FW,MF",23-058,2002,26,19,1421,15.8,3,0,3,3,0,0,2,1,2.7,2.7,0.7,3.4,40,24,79,0.19,0.0,0.19,0.19,0.19,0.17,0.04,0.21,0.17,0.21,standard
ITA-Serie A,2024,Parma,Milan Đurić,BIH,FW,34-324,1990,4,3,190,2.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,4,6,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,standard
ITA-Serie A,2024,Parma,Mohamed Haj,TUN,MF,20-016,2005,15,3,453,5.0,1,2,3,1,0,0,4,0,0.6,0.6,1.2,1.8,6,13,28,0.2,0.4,0.6,0.2,0.6,0.13,0.24,0.36,0.13,0.36,standard
ITA-Serie A,2024,Parma,Nahuel Estévez,ARG,MF,29-148,1995,12,7,608,6.8,0,0,0,0,0,0,2,0,0.1,0.1,0.5,0.5,3,29,2,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,standard
ITA-Serie A,2024,Parma,Pontus Almqvist,SWE,"FW,MF",25-275,1999,28,10,1107,12.3,1,1,2,1,0,0,5,0,2.1,2.1,1.3,3.5,42,12,85,0.08,0.08,0.16,0.08,0.16,0.17,0.11,0.28,0.17,0.28,standard
ITA-Serie A,2024,Parma,Simon Sohm,SUI,MF,24-000,2001,30,29,2437,27.1,4,0,4,4,0,0,4,0,2.7,2.7,1.7,4.5,60,126,50,0.15,0.0,0.15,0.15,0.15,0.1,0.06,0.17,0.1,0.17,standard
ITA-Serie A,2024,Parma,Valentin Mihaila,ROU,"FW,MF",25-068,2000,21,16,1288,14.3,0,3,3,0,0,0,2,0,2.4,2.4,1.2,3.6,25,41,72,0.0,0.21,0.21,0.0,0.21,0.17,0.08,0.25,0.17,0.25,standard
ITA-Serie A,2024,Parma,Woyo Coulibaly,FRA,DF,25-326,1999,14,12,1084,12.0,0,1,1,0,0,0,1,1,0.1,0.1,0.9,1.1,36,41,23,0.0,0.08,0.08,0.0,0.08,0.01,0.08,0.09,0.01,0.09,standard
ITA-Serie A,2024,Parma,Wylan Cyprien,FRA,MF,30-073,1995,2,0,28,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.63,0.63,standard
ITA-Serie A,2024,Parma,Yordan Osorio,VEN,DF,30-336,1994,3,2,172,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,standard
ITA-Serie A,2024,Parma,Zion Suzuki,JPN,GK,22-233,2002,30,30,2684,29.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Roma,Alexis Saelemaekers,BEL,"DF,FW",25-288,1999,17,13,1056,11.7,6,2,8,6,0,0,4,0,1.9,1.9,2.4,4.3,33,46,107,0.51,0.17,0.68,0.51,0.68,0.16,0.21,0.37,0.16,0.37,standard
ITA-Serie A,2024,Roma,Anass Salah-Eddine,NED,DF,23-083,2002,3,2,152,1.7,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.5,8,2,15,0.0,0.59,0.59,0.0,0.59,0.19,0.08,0.27,0.19,0.27,standard
