league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,90s_defense
FRA-Ligue 1,2020,Saint-Étienne,Yanis Lhery,FRA,MF,17,2003.0,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,standard,FRA,MF,17,2003.0,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,MF,17,2003.0,,0,1,0,0.0,3.0,0.0,0.0,,26.0,0,0,0,0.0,0.0,0.05,0.0,0.0,shooting,FRA,MF,17,2003.0,0.3,1,4,25.0,15,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,MF,17,2003.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,75.0,misc,FRA,MF,17,2003.0,0.3,6,0,0,4,3,2,6,1,1,100.0,0,0.0,3,12,12,1,1,0,1,0,3,3,possession,0.3
FRA-Ligue 1,2020,Rennes,Yann Gboho,FRA,"MF,FW",19,2001.0,10,2,303,3.4,0,0,0,0,0,0,0,0,0.9,0.9,0.2,1.1,18,13,44,0.0,0.0,0.0,0.0,0.0,0.26,0.06,0.32,0.26,0.32,standard,FRA,"MF,FW",19,2001.0,3.4,6,3,3,1,2,3,8,37.5,5,1,0,1,1,7,3,1,defense,FRA,"MF,FW",19,2001.0,,0,9,3,33.3,2.67,0.89,0.0,0.0,13.6,0,0,0,0.9,0.9,0.1,-0.9,-0.9,shooting,FRA,"MF,FW",19,2001.0,3.4,89,117,76.1,1148,245,59,67,88.1,25,33,75.8,1,2,50.0,0,0.2,0.3,-0.2,5,4,6,0,13,passing,FRA,"MF,FW",19,2001.0,3.4,0,0,0,8,6,1,3,1,3,0,0,0,15,4,5,44.4,misc,FRA,"MF,FW",19,2001.0,3.4,174,4,18,49,111,27,174,16,8,50.0,8,50.0,102,859,466,18,12,9,13,12,133,44,possession,3.4
FRA-Ligue 1,2020,Saint-Étienne,Yann M'Vila,FRA,MF,30,1990.0,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,MF,30,1990.0,0.2,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,defense,FRA,MF,30,1990.0,,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,MF,30,1990.0,0.2,13,15,86.7,232,68,7,7,100.0,5,7,71.4,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2,passing,FRA,MF,30,1990.0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,misc,FRA,MF,30,1990.0,0.2,17,0,11,6,1,0,17,0,0,,0,,8,43,34,0,0,0,0,0,11,0,possession,0.2
FRA-Ligue 1,2020,Lens,Yannick Cahuzac,FRA,MF,35,1985.0,30,26,2252,25.0,1,0,1,1,0,0,9,0,1.4,1.4,0.6,2.0,28,100,50,0.04,0.0,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08,standard,FRA,MF,35,1985.0,25.0,26,12,12,10,4,9,27,33.3,18,18,5,13,33,59,72,0,defense,FRA,MF,35,1985.0,,1,8,2,25.0,0.32,0.08,0.13,0.5,9.8,0,0,0,1.4,1.4,0.18,-0.4,-0.4,shooting,FRA,MF,35,1985.0,25.0,730,885,82.5,11875,2986,347,399,87.0,318,369,86.2,45,73,61.6,0,0.6,1.1,-0.6,12,60,17,2,100,passing,FRA,MF,35,1985.0,25.0,9,0,0,30,20,2,12,33,12,0,0,1,117,30,26,53.6,misc,FRA,MF,35,1985.0,25.0,1092,88,249,656,192,22,1092,7,4,57.1,3,42.9,499,2451,1329,28,14,0,18,6,620,50,possession,25.0
FRA-Ligue 1,2020,Montpellier,Stephy Mavididi,ENG,"FW,MF",22,1998.0,35,23,2030,22.6,9,0,9,9,0,0,3,0,5.6,5.6,1.2,6.8,76,23,140,0.4,0.0,0.4,0.4,0.4,0.25,0.05,0.3,0.25,0.3,standard,ENG,"FW,MF",22,1998.0,22.6,18,5,7,10,1,8,23,34.8,15,12,0,12,14,32,6,0,defense,ENG,"FW,MF",22,1998.0,,9,30,17,56.7,1.33,0.75,0.3,0.53,13.9,0,0,0,5.6,5.6,0.2,3.4,3.4,shooting,ENG,"FW,MF",22,1998.0,22.6,377,494,76.3,4911,755,243,277,87.7,96,125,76.8,15,26,57.7,0,1.2,0.7,-1.2,14,10,7,2,23,passing,ENG,"FW,MF",22,1998.0,22.6,3,0,0,31,33,3,30,14,5,1,0,0,86,12,43,21.8,misc,ENG,"FW,MF",22,1998.0,22.6,778,6,112,315,364,65,778,82,35,42.7,47,57.3,515,3708,1768,76,35,23,73,38,574,140,possession,22.6
FRA-Ligue 1,2020,Monaco,Stevan Jovetić,MNE,"FW,MF",30,1989.0,29,6,802,8.9,6,0,6,6,0,1,1,0,5.5,4.3,0.6,4.9,30,50,80,0.67,0.0,0.67,0.67,0.67,0.62,0.07,0.68,0.48,0.54,standard,MNE,"FW,MF",30,1989.0,8.9,8,4,2,3,3,3,13,23.1,10,1,0,1,3,11,3,0,defense,MNE,"FW,MF",30,1989.0,,6,44,20,45.5,4.94,2.24,0.14,0.3,19.2,5,0,1,5.5,4.3,0.1,0.5,1.7,shooting,MNE,"FW,MF",30,1989.0,8.9,253,385,65.7,3846,1209,144,183,78.7,76,107,71.0,22,45,48.9,0,0.6,1.1,-0.6,11,26,21,2,50,passing,MNE,"FW,MF",30,1989.0,8.9,1,0,0,16,14,4,25,3,4,1,0,0,45,10,20,33.3,misc,MNE,"FW,MF",30,1989.0,8.9,498,4,21,230,250,58,497,25,15,60.0,10,40.0,289,1719,908,30,23,9,22,12,370,80,possession,8.9
FRA-Ligue 1,2020,Marseille,Steve Mandanda,FRA,GK,35,1985.0,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,GK,35,1985.0,37.0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,8,6,defense,FRA,GK,35,1985.0,,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,GK,35,1985.0,37.0,934,1324,70.5,23761,17961,217,218,99.5,473,484,97.7,241,614,39.3,0,0.0,0.0,0.0,0,12,1,0,0,passing,FRA,GK,35,1985.0,37.0,1,0,0,0,5,0,0,2,0,0,0,0,44,6,0,100.0,misc,FRA,GK,35,1985.0,37.0,1392,1194,1384,8,0,0,1392,1,1,100.0,0,0.0,780,3635,2187,0,0,0,2,0,616,0,possession,37.0
FRA-Ligue 1,2020,Brest,Steve Mounié,BEN,FW,25,1994.0,35,31,2680,29.8,9,4,13,8,1,2,6,0,12.1,10.5,2.9,13.4,27,49,140,0.3,0.13,0.44,0.27,0.4,0.41,0.1,0.5,0.35,0.45,standard,BEN,FW,25,1994.0,29.8,15,11,3,11,1,3,28,10.7,25,18,3,15,12,27,40,0,defense,BEN,FW,25,1994.0,,9,78,33,42.3,2.62,1.11,0.1,0.24,12.9,0,1,2,12.1,10.5,0.13,-3.1,-2.5,shooting,BEN,FW,25,1994.0,29.8,428,751,57.0,6012,1306,250,404,61.9,133,231,57.6,21,34,61.8,4,2.9,2.9,1.1,19,32,12,2,49,passing,BEN,FW,25,1994.0,29.8,6,0,0,68,27,20,12,12,11,1,0,0,78,257,105,71.0,misc,BEN,FW,25,1994.0,29.8,1059,42,106,484,477,156,1057,27,13,48.1,14,51.9,495,2193,695,27,17,7,69,37,818,140,possession,29.8
FRA-Ligue 1,2020,Lens,Steven Fortes,CPV,DF,28,1992.0,18,16,1435,15.9,0,0,0,0,0,0,7,1,0.4,0.4,0.3,0.6,18,64,0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard,CPV,DF,28,1992.0,15.9,33,20,20,10,3,16,22,72.7,6,25,10,15,27,60,52,0,defense,CPV,DF,28,1992.0,,0,5,1,20.0,0.31,0.06,0.0,0.0,17.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,shooting,CPV,DF,28,1992.0,15.9,814,937,86.9,16453,5904,244,272,89.7,459,504,91.1,104,145,71.7,0,0.3,0.2,-0.3,2,47,0,0,64,passing,CPV,DF,28,1992.0,15.9,7,1,1,26,9,0,1,27,20,0,0,1,76,36,22,62.1,misc,CPV,DF,28,1992.0,15.9,1098,88,544,526,33,7,1098,7,3,42.9,4,57.1,643,4000,2404,18,5,0,4,1,741,0,possession,15.9
FRA-Ligue 1,2020,Rennes,Steven Nzonzi,FRA,MF,31,1988.0,34,33,2908,32.3,1,1,2,1,0,0,8,1,1.7,1.7,0.9,2.5,45,274,46,0.03,0.03,0.06,0.03,0.06,0.05,0.03,0.08,0.05,0.08,standard,FRA,MF,31,1988.0,32.3,34,16,15,16,3,12,31,38.7,19,24,10,14,16,50,26,0,defense,FRA,MF,31,1988.0,,1,20,4,20.0,0.62,0.12,0.05,0.25,16.7,0,0,0,1.7,1.7,0.08,-0.7,-0.7,shooting,FRA,MF,31,1988.0,32.3,2662,2909,91.5,44183,13955,1299,1382,94.0,1098,1178,93.2,198,249,79.5,1,0.9,1.6,0.1,12,292,6,1,274,passing,FRA,MF,31,1988.0,32.3,8,1,0,36,13,0,5,16,16,0,0,0,182,81,37,68.6,misc,FRA,MF,31,1988.0,32.3,3080,60,689,2064,345,27,3080,24,20,83.3,4,16.7,1917,7353,3646,45,44,3,11,8,2538,46,possession,32.3
FRA-Ligue 1,2020,Monaco,Strahinja Pavlović,SRB,DF,19,2001.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SRB,DF,19,2001.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,SRB,DF,19,2001.0,,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SRB,DF,19,2001.0,0.0,0,2,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,SRB,DF,19,2001.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0,misc,SRB,DF,19,2001.0,0.0,3,0,2,0,1,0,3,0,0,,0,,0,0,0,0,0,0,0,0,1,1,possession,0.0
FRA-Ligue 1,2020,Lens,Wuilker Faríñez,VEN,GK,22,1998.0,3,1,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,VEN,GK,22,1998.0,1.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense,VEN,GK,22,1998.0,,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,VEN,GK,22,1998.0,1.2,18,28,64.3,431,289,7,7,100.0,4,4,100.0,6,16,37.5,0,0.0,0.0,0.0,0,0,0,0,0,passing,VEN,GK,22,1998.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc,VEN,GK,22,1998.0,1.2,33,30,32,1,0,0,33,0,0,,0,,16,61,47,0,0,0,0,0,5,0,possession,1.2
FRA-Ligue 1,2020,Paris S-G,Thilo Kehrer,GER,DF,23,1996.0,24,16,1616,18.0,0,0,0,0,0,0,3,0,0.8,0.8,0.7,1.5,9,58,21,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,standard,GER,DF,23,1996.0,18.0,31,26,17,11,3,10,26,38.5,16,16,4,12,15,46,37,1,defense,GER,DF,23,1996.0,,0,7,0,0.0,0.39,0.0,0.0,,13.4,0,0,0,0.8,0.8,0.12,-0.8,-0.8,shooting,GER,DF,23,1996.0,18.0,1162,1263,92.0,17839,6661,587,618,95.0,501,531,94.4,39,56,69.6,0,0.7,0.8,-0.7,3,40,6,1,58,passing,GER,DF,23,1996.0,18.0,3,0,0,26,9,1,10,15,26,0,0,0,106,30,19,61.2,misc,GER,DF,23,1996.0,18.0,1389,99,485,798,115,12,1389,5,3,60.0,2,40.0,861,3726,1800,9,13,1,7,3,997,21,possession,18.0
FRA-Ligue 1,2020,Metz,Thomas Delaine,FRA,"DF,FW",28,1992.0,24,19,1779,19.8,3,2,5,3,0,0,4,0,1.7,1.7,1.1,2.8,98,43,113,0.15,0.1,0.25,0.15,0.25,0.09,0.06,0.14,0.09,0.14,standard,FRA,"DF,FW",28,1992.0,19.8,32,18,19,11,2,20,35,57.1,15,22,5,17,24,56,30,1,defense,FRA,"DF,FW",28,1992.0,,3,18,10,55.6,0.91,0.51,0.17,0.3,21.1,0,0,0,1.7,1.7,0.09,1.3,1.3,shooting,FRA,"DF,FW",28,1992.0,19.8,601,830,72.4,9277,2904,329,367,89.6,222,313,70.9,33,93,35.5,2,1.1,1.8,0.9,12,25,17,13,43,passing,FRA,"DF,FW",28,1992.0,19.8,4,0,0,21,17,0,85,24,18,0,0,0,85,8,19,29.6,misc,FRA,"DF,FW",28,1992.0,19.8,1029,48,295,444,304,24,1029,51,29,56.9,22,43.1,588,4611,3014,98,69,16,27,11,624,113,possession,19.8
FRA-Ligue 1,2020,Reims,Thomas Foket,BEL,DF,25,1994.0,37,37,3324,36.9,0,3,3,0,0,0,4,0,0.2,0.2,1.3,1.5,90,102,149,0.0,0.08,0.08,0.0,0.08,0.01,0.03,0.04,0.01,0.04,standard,BEL,DF,25,1994.0,36.9,77,43,50,20,7,40,69,58.0,29,28,7,21,69,146,92,2,defense,BEL,DF,25,1994.0,,0,6,3,50.0,0.16,0.08,0.0,0.0,22.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting,BEL,DF,25,1994.0,36.9,1506,1923,78.3,26638,8532,685,777,88.2,649,788,82.4,149,262,56.9,3,1.3,1.6,1.7,24,70,25,14,102,passing,BEL,DF,25,1994.0,36.9,4,0,0,33,34,4,59,69,43,1,0,1,181,28,42,40.0,misc,BEL,DF,25,1994.0,36.9,2266,121,884,896,504,24,2266,30,18,60.0,12,40.0,1140,6504,3751,90,60,3,37,17,1268,149,possession,36.9
FRA-Ligue 1,2020,Lorient,Thomas Fontaine,MAD,DF,29,1991.0,4,4,320,3.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,3,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,standard,MAD,DF,29,1991.0,3.6,5,2,5,0,0,2,2,100.0,0,3,2,1,5,10,14,0,defense,MAD,DF,29,1991.0,,0,2,1,50.0,0.56,0.28,0.0,0.0,19.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2,shooting,MAD,DF,29,1991.0,3.6,89,102,87.3,1653,877,35,40,87.5,42,45,93.3,11,14,78.6,0,0.0,0.0,0.0,0,2,0,0,3,passing,MAD,DF,29,1991.0,3.6,0,0,0,1,3,0,0,5,2,0,1,0,12,2,5,28.6,misc,MAD,DF,29,1991.0,3.6,133,25,86,46,2,1,133,0,0,,0,,65,620,94,0,0,0,1,0,76,0,possession,3.6
FRA-Ligue 1,2020,Angers,Thomas Mangani,FRA,MF,33,1987.0,35,32,2691,29.9,3,3,6,0,3,3,3,0,3.3,0.9,3.7,4.6,22,265,36,0.1,0.1,0.2,0.0,0.1,0.11,0.12,0.23,0.03,0.15,standard,FRA,MF,33,1987.0,29.9,54,37,25,26,3,30,90,33.3,60,31,8,23,38,92,39,0,defense,FRA,MF,33,1987.0,,3,21,4,19.0,0.7,0.13,0.0,0.0,25.8,3,3,3,3.3,0.9,0.04,-0.3,-0.9,shooting,FRA,MF,33,1987.0,29.9,1700,2122,80.1,31536,11198,749,833,89.9,694,808,85.9,224,397,56.4,3,3.7,3.3,-0.7,43,204,23,6,265,passing,FRA,MF,33,1987.0,29.9,3,0,0,17,24,1,108,38,37,0,0,0,193,21,22,48.8,misc,FRA,MF,33,1987.0,29.9,2349,65,481,1499,392,20,2346,16,10,62.5,6,37.5,1316,5574,2296,22,19,1,18,13,1588,36,possession,29.9
FRA-Ligue 1,2020,Lorient,Thomas Monconduit,FRA,MF,29,1991.0,27,12,1153,12.8,2,0,2,2,0,0,4,0,1.2,1.2,0.9,2.1,14,89,11,0.16,0.0,0.16,0.16,0.16,0.09,0.07,0.16,0.09,0.16,standard,FRA,MF,29,1991.0,12.8,28,15,9,16,3,15,41,36.6,26,10,3,7,13,41,21,1,defense,FRA,MF,29,1991.0,,2,22,4,18.2,1.72,0.31,0.09,0.5,27.5,2,0,0,1.2,1.2,0.05,0.8,0.8,shooting,FRA,MF,29,1991.0,12.8,524,658,79.6,9558,3253,226,266,85.0,213,243,87.7,66,109,60.6,0,0.9,0.9,-0.9,11,66,9,1,89,passing,FRA,MF,29,1991.0,12.8,4,0,0,24,17,0,12,13,15,0,0,0,82,13,18,41.9,misc,FRA,MF,29,1991.0,12.8,802,32,187,518,111,7,802,22,14,63.6,8,36.4,444,2102,1216,14,13,2,16,13,539,11,possession,12.8
FRA-Ligue 1,2020,Lille,Tiago Djaló,POR,DF,20,2000.0,17,8,873,9.7,0,0,0,0,0,0,4,1,0.1,0.1,0.1,0.2,14,37,28,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,standard,POR,DF,20,2000.0,9.7,22,13,14,5,3,15,23,65.2,8,10,4,6,9,31,23,0,defense,POR,DF,20,2000.0,,0,2,0,0.0,0.21,0.0,0.0,,28.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,POR,DF,20,2000.0,9.7,614,711,86.4,10483,3256,279,302,92.4,263,293,89.8,51,79,64.6,0,0.1,0.4,-0.1,3,46,2,1,37,passing,POR,DF,20,2000.0,9.7,4,1,1,15,9,1,6,9,13,0,0,0,65,10,7,58.8,misc,POR,DF,20,2000.0,9.7,806,43,249,447,118,4,806,22,7,31.8,15,68.2,450,2005,1068,14,14,2,8,2,533,28,possession,9.7
FRA-Ligue 1,2020,Paris S-G,Timothee Pembele,FRA,DF,17,2002.0,6,3,383,4.3,1,0,1,1,0,0,1,0,0.9,0.9,0.1,1.0,15,11,17,0.23,0.0,0.23,0.23,0.23,0.21,0.02,0.23,0.21,0.23,standard,FRA,DF,17,2002.0,4.3,8,7,4,4,0,5,14,35.7,9,4,0,4,5,13,8,1,defense,FRA,DF,17,2002.0,,1,4,2,50.0,0.94,0.47,0.25,0.5,11.4,0,0,0,0.9,0.9,0.22,0.1,0.1,shooting,FRA,DF,17,2002.0,4.3,231,253,91.3,3307,829,132,140,94.3,81,86,94.2,8,12,66.7,0,0.1,0.3,-0.1,2,8,2,0,11,passing,FRA,DF,17,2002.0,4.3,1,0,0,7,3,0,2,5,7,0,0,1,15,5,8,38.5,misc,FRA,DF,17,2002.0,4.3,303,16,87,155,65,11,303,11,8,72.7,3,27.3,191,964,517,15,15,4,11,3,221,17,possession,4.3
FRA-Ligue 1,2020,Lille,Sven Botman,NED,DF,20,2000.0,37,37,3309,36.8,0,0,0,0,0,0,2,0,1.2,1.2,0.3,1.5,24,183,7,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard,NED,DF,20,2000.0,36.8,31,21,18,12,1,14,26,53.8,12,31,21,10,57,88,126,2,defense,NED,DF,20,2000.0,,0,16,5,31.3,0.44,0.14,0.0,0.0,14.9,1,0,0,1.2,1.2,0.08,-1.2,-1.2,shooting,NED,DF,20,2000.0,36.8,2249,2605,86.3,42850,16766,830,902,92.0,1165,1262,92.3,221,377,58.6,0,0.3,0.9,-0.3,5,165,4,0,183,passing,NED,DF,20,2000.0,36.8,2,0,0,14,25,2,1,57,21,0,0,0,196,118,55,68.2,misc,NED,DF,20,2000.0,36.8,2906,234,1369,1474,74,35,2906,9,7,77.8,2,22.2,1846,8331,4770,24,19,0,19,3,2078,7,possession,36.8
FRA-Ligue 1,2020,Lorient,Sylvain Marveaux,FRA,"MF,FW",34,1986.0,9,2,200,2.2,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.1,9,16,5,0.0,0.0,0.0,0.0,0.0,0.41,0.06,0.47,0.41,0.47,standard,FRA,"MF,FW",34,1986.0,2.2,6,3,1,4,1,3,3,100.0,0,2,0,2,1,7,2,0,defense,FRA,"MF,FW",34,1986.0,,0,5,1,20.0,2.25,0.45,0.0,0.0,17.3,0,0,0,0.9,0.9,0.19,-0.9,-0.9,shooting,FRA,"MF,FW",34,1986.0,2.2,72,90,80.0,1126,370,39,45,86.7,29,33,87.9,4,9,44.4,0,0.1,0.2,-0.1,2,12,1,0,16,passing,FRA,"MF,FW",34,1986.0,2.2,0,0,0,2,7,0,2,1,3,0,0,0,18,1,1,50.0,misc,FRA,"MF,FW",34,1986.0,2.2,115,5,23,65,28,5,115,7,4,57.1,3,42.9,59,406,247,9,5,2,3,6,80,5,possession,2.2
FRA-Ligue 1,2020,Brest,Sébastien Cibois,FRA,GK,22,1998.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,GK,22,1998.0,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,defense,FRA,GK,22,1998.0,,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,GK,22,1998.0,3.0,65,91,71.4,1909,1343,6,6,100.0,35,37,94.6,23,47,48.9,0,0.0,0.0,0.0,0,1,0,0,1,passing,FRA,GK,22,1998.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,,misc,FRA,GK,22,1998.0,3.0,97,85,95,2,0,0,97,2,1,50.0,1,50.0,53,251,157,0,0,0,0,0,40,0,possession,3.0
FRA-Ligue 1,2020,Nantes,Sébastien Corchia,FRA,DF,29,1990.0,25,23,2066,23.0,0,1,1,0,0,0,3,0,0.9,0.9,2.8,3.7,39,68,97,0.0,0.04,0.04,0.0,0.04,0.04,0.12,0.16,0.04,0.16,standard,FRA,DF,29,1990.0,23.0,55,30,29,17,9,33,60,55.0,27,28,10,18,38,93,40,1,defense,FRA,DF,29,1990.0,,0,21,7,33.3,0.91,0.3,0.0,0.0,24.1,5,0,0,0.9,0.9,0.04,-0.9,-0.9,shooting,FRA,DF,29,1990.0,23.0,648,986,65.7,10568,5291,324,385,84.2,251,364,69.0,45,154,29.2,1,2.8,1.8,-1.8,27,45,9,5,68,passing,FRA,DF,29,1990.0,23.0,3,0,0,21,43,0,136,38,30,0,1,0,88,24,29,45.3,misc,FRA,DF,29,1990.0,23.0,1248,66,315,534,410,16,1248,37,17,45.9,20,54.1,522,2634,1317,39,30,3,26,15,546,97,possession,23.0
FRA-Ligue 1,2020,Lorient,Terem Moffi,NGA,FW,21,1999.0,32,26,2073,23.0,14,2,16,13,1,1,2,0,10.3,9.5,3.2,12.7,35,34,131,0.61,0.09,0.69,0.56,0.65,0.45,0.14,0.59,0.41,0.55,standard,NGA,FW,21,1999.0,23.0,13,8,0,8,5,4,19,21.1,15,5,2,3,4,17,8,0,defense,NGA,FW,21,1999.0,,14,55,24,43.6,2.39,1.04,0.24,0.54,15.0,0,1,1,10.3,9.5,0.17,3.7,3.5,shooting,NGA,FW,21,1999.0,23.0,264,387,68.2,3608,678,159,222,71.6,69,96,71.9,14,23,60.9,2,3.2,1.6,-1.2,26,14,14,1,34,passing,NGA,FW,21,1999.0,23.0,2,0,0,30,18,11,5,4,8,1,0,0,57,38,78,32.8,misc,NGA,FW,21,1999.0,23.0,665,8,22,307,351,100,664,58,24,41.4,34,58.6,359,1900,803,35,35,18,94,43,470,131,possession,23.0
FRA-Ligue 1,2020,Lyon,Thiago Mendes,BRA,MF,28,1992.0,32,23,2243,24.9,0,1,1,0,0,0,5,1,1.0,1.0,1.3,2.4,20,179,26,0.0,0.04,0.04,0.0,0.04,0.04,0.05,0.1,0.04,0.1,standard,BRA,MF,28,1992.0,24.9,37,22,13,20,4,18,38,47.4,20,33,7,26,39,76,21,2,defense,BRA,MF,28,1992.0,,0,23,7,30.4,0.92,0.28,0.0,0.0,22.9,0,0,0,1.0,1.0,0.04,-1.0,-1.0,shooting,BRA,MF,28,1992.0,24.9,1299,1486,87.4,22578,7882,601,650,92.5,484,535,90.5,148,207,71.5,1,1.3,2.5,-0.3,24,181,23,2,179,passing,BRA,MF,28,1992.0,24.9,5,1,0,25,23,0,12,39,22,0,0,0,206,25,21,54.3,misc,BRA,MF,28,1992.0,24.9,1707,48,336,1106,280,17,1707,23,15,65.2,8,34.8,1007,4044,1882,20,19,0,28,14,1174,26,possession,24.9
